userId,subscriptionBalance,paymentBalance,timestamp
'f8c629ff-e140-4e26-b38c-f99d237959da',1653.93,11738.93,2023-12-27 11:26:51.989000+00:00
'f8c629ff-e140-4e26-b38c-f99d237959da',1643.93,11838.93,2023-12-27 11:26:51.989000+00:00
'f8c629ff-e140-4e26-b38c-f99d237959da',1635.0,11730.0,2023-12-27 09:48:08.194000+00:00
'f8c629ff-e140-4e26-b38c-f99d237959da',1625.0,11730.0,2023-12-27 11:21:52.313000+00:00
'804d97c8-bf70-4f6d-ad3b-8b63bb543104',264.0,246.0,2023-12-29 21:01:26.381000+00:00
'00b2df99-692a-45c1-b277-854a63b3a168',59.2,46.2,2023-12-29 21:01:26.381000+00:00
'342d8d2c-320e-432d-8467-805cedc39310',252.0,234.0,2023-12-29 21:01:26.381000+00:00
'be98bc1b-926c-4c56-a53c-7ccb51fdd41e',630.0,450.0,2023-12-29 21:01:26.381000+00:00
'4e9fc563-f427-44bc-974e-75b89833018f',291.0,273.0,2023-12-29 21:01:26.381000+00:00
'0cff33de-172f-4546-b1d3-365c6fda2b00',401.0,3941.0,2023-12-29 21:01:26.381000+00:00
'e635a3ea-fc8b-46c4-b091-5480637486ad',1923.464,1904.864,2023-12-29 21:01:26.381000+00:00
'918122aa-3a94-4a48-8a42-ebf049fa6fb9',125.0,432.0,2023-12-29 21:01:26.381000+00:00
'e11c95b2-2f68-4c79-9cd1-47cd978c81b5',234.0,216.0,2023-12-29 21:01:26.381000+00:00
'34d90c4b-3fc8-43e7-b9ae-e41cf4ba2127',1890.0,1710.0,2023-12-29 21:01:26.381000+00:00
'53a97579-16a4-47ef-83ec-c7b209e65c4e',216.0,198.0,2023-12-29 21:01:26.381000+00:00
'ca4da5ef-df7d-417f-8098-80c027212092',840.62,2290.62,2023-12-29 21:01:26.381000+00:00
'73efb41a-798e-400b-b2ff-45ab7d95d97e',2160.0,1980.0,2023-12-29 21:01:26.381000+00:00
'1f977617-30ad-4677-a0ac-0e8d12ba54d0',198.0,180.0,2023-12-29 21:01:26.381000+00:00
'66a734f3-a86b-477a-929e-50e078195a91',255.0,237.0,2023-12-29 21:01:26.381000+00:00
'383f0a7e-4daa-4294-ae9f-cafbddbb408e',260.5,244.5,2023-12-29 21:01:26.381000+00:00
'92d3b524-f2b5-4ea1-972c-42f16f6ecb49',252.0,234.0,2023-12-29 21:01:26.381000+00:00
'b851dd0c-b4b0-41d4-814a-172752d504d9',234.0,216.0,2023-12-29 21:01:26.381000+00:00
'709c6d90-afa7-4f96-add9-be439e085a89',166.5,148.5,2023-12-29 21:01:26.381000+00:00
'd9e8cfc2-2de6-4ea9-976c-f7fcd4e44b13',2280.0,2100.0,2023-12-29 21:01:26.381000+00:00
'3239a143-f9bf-4b01-9885-26d3e10f4933',252.0,234.0,2023-12-29 21:01:26.381000+00:00
'a10e7ad6-a70f-4ffa-bc51-4cfe8d04ee7c',330.0,5620.0,2023-12-29 21:01:26.381000+00:00
'7fdb17cc-8581-4dd8-9733-20698a4dbf01',2160.0,1980.0,2023-12-29 21:01:26.381000+00:00
'8c5e33e3-3618-4d09-8e79-c8d42c74731d',291.0,273.0,2023-12-29 21:01:26.381000+00:00
'2669d640-a5cb-4d0d-a4b3-e95de0b3f4ad',264.0,246.0,2023-12-29 21:01:26.381000+00:00
'eb6875d4-8663-4dc5-8838-1148a2425c13',206.364,10586.169,2023-12-29 21:01:26.381000+00:00
'b9c901a6-79c0-4817-a7c3-737d53befd9b',15.999,330.0,2023-12-29 21:01:26.381000+00:00
'cc209dc1-65cd-413e-8deb-9a8e37b333ad',2280.0,2100.0,2023-12-29 21:01:26.381000+00:00
'35790c79-2aad-4b1c-b9e0-4ca04d71f93a',252.0,234.0,2023-12-29 21:01:26.381000+00:00
'47d03621-dec7-4429-bee2-02be753fcdc4',246.0,228.0,2023-12-29 21:01:26.381000+00:00
'34ba33ca-e3cd-4897-b0b0-771c0ea7407a',1360.0,-10390.0,2023-12-29 21:01:26.381000+00:00
'26d31238-b7a4-4e7b-a52e-faa96846333c',255.0,237.0,2023-12-29 21:01:26.381000+00:00
'2c2a8830-b2f7-4b3e-a180-7a5654eee40c',40736.39,40556.39,2023-12-29 21:01:26.381000+00:00
'3da98642-82d9-433f-a525-164b6afcbbe0',2160.0,1980.0,2023-12-29 21:01:26.381000+00:00
'582f1b94-4c13-41e6-81ec-6203bb0f2a06',279.5,261.5,2023-12-29 21:01:26.381000+00:00
'afad1f0a-8d1a-4883-aa2f-9e3afc02d3b1',782.0,-2188.0,2023-12-29 21:01:26.381000+00:00
'1b5748cb-c677-44ab-9d61-940e554fc014',176.0,161.0,2023-12-29 21:01:26.381000+00:00
'b1d7d4bd-f8f6-4592-9fa3-f2275305d802',252.0,234.0,2023-12-29 21:01:26.381000+00:00
'f6749e52-c04c-4955-b695-94e3fc02488a',85.0,98.7,2023-12-29 12:05:14+00:00
'4531caaa-fb25-419c-b8cc-1e41df747a6a',264.0,246.0,2023-12-29 21:01:25.608000+00:00
'f8c629ff-e140-4e26-b38c-f99d237959da',1743.93,11638.93,2023-12-29 21:01:25.608000+00:00
'ef949991-e8a5-4f14-9f66-915f761ae0f8',189.0,171.0,2023-12-29 21:01:25.608000+00:00
'efa6426b-5dc2-42b8-ac5d-e40d81dda0a1',166.0,148.0,2023-12-29 21:01:25.608000+00:00
'b66d065b-3a4b-4871-9d0c-99701e74c8e9',24852.0,32430.0,2023-12-29 21:01:25.608000+00:00
'94e55883-fe72-4243-b801-72206e4cef0a',450.0,2160.0,2023-12-29 21:01:25.608000+00:00
'20f25ac8-8c5b-4ddf-a655-12257aed6fff',291.0,273.0,2023-12-29 21:01:25.608000+00:00
'ec5a25e9-6a06-43fa-9eca-0e31ec111076',102.181,3312.878,2023-12-29 21:01:25.608000+00:00
'07cb8a00-acd7-4e6c-b4b1-ba09fecd14a4',243.0,225.0,2023-12-29 21:01:25.608000+00:00
'035e21a6-1dc3-4d87-bc4d-26b9dcefabbd',311.646,599.646,2023-12-29 21:01:25.608000+00:00
'66bbc06f-0bb0-40a8-9b2f-ca307be70653',252.0,234.0,2023-12-29 21:01:25.608000+00:00
'8c1ac27b-4b34-4d12-b590-9279bbe32c5d',64.2,3.2,2023-12-29 21:01:25.608000+00:00
'f6749e52-c04c-4955-b695-94e3fc02488a',93.7,8.7,2023-12-29 21:01:25.608000+00:00
'6ae6fd3a-d3e9-4732-bb58-d3dd0d546fdf',243.0,225.0,2023-12-29 21:01:25.608000+00:00
'e55755fa-20dd-410d-af94-d4ced92039be',291.0,273.0,2023-12-29 21:01:25.608000+00:00
'711054ac-6b25-48a2-ad87-86831cebe8b2',20.0,7.0,2023-12-29 21:01:25.608000+00:00
'd660234f-ebd5-41da-919b-b125cfe67889',282.0,264.0,2023-12-29 21:01:25.608000+00:00
'eefb84af-6a9b-435b-b589-5c9734648a74',450.909,3435.909,2023-12-29 21:01:25.608000+00:00
'a24c9e34-d8ed-4ab7-a077-efaa0c7ea383',72.0,384.0,2023-12-29 21:01:25.608000+00:00
'fb387231-a328-4c4d-8d82-dda7943af9e7',40754.0,40554.0,2023-12-29 21:01:25.608000+00:00
'd90f50f5-4657-452d-a172-20c8d89dfc94',252.0,234.0,2023-12-29 21:01:25.608000+00:00
'da3380f3-1016-4965-881a-0bb66f3a801e',39.6,36.0,2023-12-29 21:01:25.608000+00:00
'5c728008-b183-4a76-9a0e-d1c0604253f1',252.5,234.5,2023-12-29 21:01:25.608000+00:00
'ae273dbb-7c60-4427-aee6-164103d514b5',252.5,234.5,2023-12-29 21:01:25.608000+00:00
'774e69ea-6841-4fbe-a007-6c5fe7feba4e',252.0,234.0,2023-12-29 21:01:25.608000+00:00
'1b171d44-c711-4d92-987a-51b0e2b133d8',252.0,234.0,2023-12-29 21:01:25.608000+00:00
'15469d49-7d54-4ea1-833c-708f679471d4',278.0,268.0,2023-12-29 21:01:25.608000+00:00
'6e44450d-f3af-4661-ab1a-4f857ee3040f',94.49,87.93,2023-12-29 21:01:25.608000+00:00
'66a734f3-a86b-477a-929e-50e078195a91',246.0,228.0,2023-12-30 21:01:22.980000+00:00
'0cff33de-172f-4546-b1d3-365c6fda2b00',341.0,3881.0,2023-12-30 21:01:22.980000+00:00
'b66d065b-3a4b-4871-9d0c-99701e74c8e9',24762.0,32340.0,2023-12-30 21:01:22.980000+00:00
'f0f93bcc-c131-4a3b-ab25-2f23ff4a8f05',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'53fbb8f0-608a-43af-b8c0-ba03894e147a',273.0,255.0,2023-12-30 21:01:22.980000+00:00
'd660234f-ebd5-41da-919b-b125cfe67889',273.0,255.0,2023-12-30 21:01:22.980000+00:00
'b11a22a9-3283-4c2a-8530-5f685c1035b4',391.0,373.0,2023-12-30 21:01:22.980000+00:00
'8c5e33e3-3618-4d09-8e79-c8d42c74731d',282.0,264.0,2023-12-30 21:01:22.980000+00:00
'5fd7a797-569b-483e-9e96-9361757e3749',264.0,246.0,2023-12-30 21:01:22.980000+00:00
'a1fcde9e-ddb4-4dcc-8b45-1f150a0948cd',291.0,273.0,2023-12-30 21:01:22.980000+00:00
'cc209dc1-65cd-413e-8deb-9a8e37b333ad',2190.0,2010.0,2023-12-30 21:01:22.980000+00:00
'575e110d-9fbf-4b98-acd0-ff3b6d33a3d1',264.0,246.0,2023-12-30 21:01:22.980000+00:00
'87c848f8-99e3-4d14-a0a6-117bc5cee05b',264.0,246.0,2023-12-30 21:01:22.980000+00:00
'ca4da5ef-df7d-417f-8098-80c027212092',820.62,2270.62,2023-12-30 21:01:22.980000+00:00
'53a97579-16a4-47ef-83ec-c7b209e65c4e',207.0,189.0,2023-12-30 21:01:22.980000+00:00
'774e69ea-6841-4fbe-a007-6c5fe7feba4e',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'35d6378d-dd42-42e6-8e21-1656572aca3f',264.0,246.0,2023-12-30 21:01:22.980000+00:00
'789e2517-7115-46a9-a260-717333a06b69',291.0,273.0,2023-12-30 21:01:22.980000+00:00
'4531caaa-fb25-419c-b8cc-1e41df747a6a',255.0,237.0,2023-12-30 21:01:22.980000+00:00
'e11c95b2-2f68-4c79-9cd1-47cd978c81b5',225.0,207.0,2023-12-30 21:01:22.980000+00:00
'582f1b94-4c13-41e6-81ec-6203bb0f2a06',270.5,252.5,2023-12-30 21:01:22.980000+00:00
'dad65afc-5053-4bfb-bab4-c4238e52842d',264.0,246.0,2023-12-30 21:01:22.980000+00:00
'73efb41a-798e-400b-b2ff-45ab7d95d97e',2070.0,1890.0,2023-12-30 21:01:22.980000+00:00
'6ae6fd3a-d3e9-4732-bb58-d3dd0d546fdf',234.0,216.0,2023-12-30 21:01:22.980000+00:00
'1b171d44-c711-4d92-987a-51b0e2b133d8',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'afad1f0a-8d1a-4883-aa2f-9e3afc02d3b1',740.0,-2230.0,2023-12-30 21:01:22.980000+00:00
'66bbc06f-0bb0-40a8-9b2f-ca307be70653',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'3239a143-f9bf-4b01-9885-26d3e10f4933',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'20f25ac8-8c5b-4ddf-a655-12257aed6fff',282.0,264.0,2023-12-30 21:01:22.980000+00:00
'9f4df114-f657-4b93-af46-af0c3922bdef',246.0,228.0,2023-12-30 21:01:22.980000+00:00
'92d3b524-f2b5-4ea1-972c-42f16f6ecb49',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'fb387231-a328-4c4d-8d82-dda7943af9e7',40654.0,40454.0,2023-12-30 21:01:22.980000+00:00
'ae273dbb-7c60-4427-aee6-164103d514b5',243.5,225.5,2023-12-30 21:01:22.980000+00:00
'3da98642-82d9-433f-a525-164b6afcbbe0',2070.0,1890.0,2023-12-30 21:01:22.980000+00:00
'c223aaaf-caf0-4f2a-a3b9-af020634288d',252.0,234.0,2023-12-30 21:01:22.980000+00:00
'd90f50f5-4657-452d-a172-20c8d89dfc94',243.0,225.0,2023-12-30 21:01:22.980000+00:00
'8c1ac27b-4b34-4d12-b590-9279bbe32c5d',60.2,-0.8,2023-12-30 21:01:22.980000+00:00
'26d31238-b7a4-4e7b-a52e-faa96846333c',246.0,228.0,2023-12-30 21:01:04.733000+00:00
'e3a4d046-0a40-4076-a7fb-429d35771d81',73.636,128.245,2023-12-30 21:01:04.733000+00:00
'be98bc1b-926c-4c56-a53c-7ccb51fdd41e',540.0,360.0,2023-12-30 21:01:04.733000+00:00
'342d8d2c-320e-432d-8467-805cedc39310',243.0,225.0,2023-12-30 21:01:04.733000+00:00
'2c2a8830-b2f7-4b3e-a180-7a5654eee40c',40646.39,40466.39,2023-12-30 21:01:04.733000+00:00
'2669d640-a5cb-4d0d-a4b3-e95de0b3f4ad',255.0,237.0,2023-12-30 21:01:04.733000+00:00
'35790c79-2aad-4b1c-b9e0-4ca04d71f93a',243.0,225.0,2023-12-30 21:01:04.733000+00:00
'b1d7d4bd-f8f6-4592-9fa3-f2275305d802',243.0,225.0,2023-12-30 21:01:04.733000+00:00
'd9e8cfc2-2de6-4ea9-976c-f7fcd4e44b13',2190.0,2010.0,2023-12-30 21:01:04.733000+00:00
'a10e7ad6-a70f-4ffa-bc51-4cfe8d04ee7c',240.0,5530.0,2023-12-30 21:01:04.733000+00:00
'f8c629ff-e140-4e26-b38c-f99d237959da',1643.93,11538.93,2023-12-30 21:01:04.733000+00:00
'4e9fc563-f427-44bc-974e-75b89833018f',282.0,264.0,2023-12-30 21:01:04.733000+00:00
'34ba33ca-e3cd-4897-b0b0-771c0ea7407a',1270.0,-10480.0,2023-12-30 21:01:04.733000+00:00
'07cb8a00-acd7-4e6c-b4b1-ba09fecd14a4',234.0,216.0,2023-12-30 21:01:04.733000+00:00
'5c728008-b183-4a76-9a0e-d1c0604253f1',243.5,225.5,2023-12-30 21:01:04.733000+00:00
'b851dd0c-b4b0-41d4-814a-172752d504d9',225.0,207.0,2023-12-30 21:01:04.733000+00:00
'7fdb17cc-8581-4dd8-9733-20698a4dbf01',2070.0,1890.0,2023-12-30 21:01:04.733000+00:00
'ec5a25e9-6a06-43fa-9eca-0e31ec111076',98.181,3308.878,2023-12-30 21:01:04.733000+00:00
'4e84f0ec-7629-49dc-b110-27a6eb9b4d9c',264.0,582.0,2023-12-30 21:01:04.733000+00:00
'cdd0df27-94a4-4f72-9e67-6f435cce0485',261.5,243.5,2023-12-30 21:01:04.733000+00:00
'34d90c4b-3fc8-43e7-b9ae-e41cf4ba2127',1800.0,1620.0,2023-12-30 21:01:04.733000+00:00
'94e55883-fe72-4243-b801-72206e4cef0a',360.0,2070.0,2023-12-30 21:01:04.733000+00:00
'1f977617-30ad-4677-a0ac-0e8d12ba54d0',189.0,171.0,2023-12-30 21:01:04.733000+00:00
'da3380f3-1016-4965-881a-0bb66f3a801e',37.8,34.2,2023-12-30 21:01:04.733000+00:00
'47d03621-dec7-4429-bee2-02be753fcdc4',237.0,219.0,2023-12-30 21:01:04.733000+00:00
'804d97c8-bf70-4f6d-ad3b-8b63bb543104',255.0,237.0,2023-12-30 21:01:04.733000+00:00
'bd7971c8-c11b-46ab-96c7-105eb10b444e',291.0,273.0,2023-12-30 21:01:04.733000+00:00
'ef949991-e8a5-4f14-9f66-915f761ae0f8',180.0,162.0,2023-12-30 21:01:04.733000+00:00
'e55755fa-20dd-410d-af94-d4ced92039be',282.0,264.0,2023-12-30 21:01:04.733000+00:00
'1b5748cb-c677-44ab-9d61-940e554fc014',168.5,153.5,2023-12-30 21:01:04.733000+00:00
'709c6d90-afa7-4f96-add9-be439e085a89',157.5,139.5,2023-12-30 21:01:04.733000+00:00
'd9e8cfc2-2de6-4ea9-976c-f7fcd4e44b13',2100.0,1920.0,2023-12-31 21:01:19.199000+00:00
'94e55883-fe72-4243-b801-72206e4cef0a',270.0,1980.0,2023-12-31 21:01:19.199000+00:00
'3da98642-82d9-433f-a525-164b6afcbbe0',1980.0,1800.0,2023-12-31 21:01:19.199000+00:00
'575e110d-9fbf-4b98-acd0-ff3b6d33a3d1',255.0,237.0,2023-12-31 21:01:19.199000+00:00
'53a97579-16a4-47ef-83ec-c7b209e65c4e',198.0,180.0,2023-12-31 21:01:19.199000+00:00
'3239a143-f9bf-4b01-9885-26d3e10f4933',234.0,216.0,2023-12-31 21:01:19.199000+00:00
'73efb41a-798e-400b-b2ff-45ab7d95d97e',1980.0,1800.0,2023-12-31 21:01:19.199000+00:00
'a10e7ad6-a70f-4ffa-bc51-4cfe8d04ee7c',150.0,5440.0,2023-12-31 21:01:19.199000+00:00
'342d8d2c-320e-432d-8467-805cedc39310',234.0,216.0,2023-12-31 21:01:19.199000+00:00
'34d90c4b-3fc8-43e7-b9ae-e41cf4ba2127',1710.0,1530.0,2023-12-31 21:01:19.199000+00:00
'afad1f0a-8d1a-4883-aa2f-9e3afc02d3b1',698.0,-2272.0,2023-12-31 21:01:19.199000+00:00
'eb6875d4-8663-4dc5-8838-1148a2425c13',202.364,10582.169,2023-12-31 21:01:19.199000+00:00
'2c2a8830-b2f7-4b3e-a180-7a5654eee40c',40556.39,40376.39,2023-12-31 21:01:19.199000+00:00
'67305f3f-628b-4997-83f9-1247a896127a',3096.0,3078.0,2023-12-31 21:01:19.199000+00:00
'0cff33de-172f-4546-b1d3-365c6fda2b00',281.0,3821.0,2023-12-31 21:01:19.199000+00:00
'8c5e33e3-3618-4d09-8e79-c8d42c74731d',273.0,255.0,2023-12-31 21:01:19.199000+00:00
'34ba33ca-e3cd-4897-b0b0-771c0ea7407a',1180.0,-10570.0,2023-12-31 21:01:19.199000+00:00
'35790c79-2aad-4b1c-b9e0-4ca04d71f93a',234.0,216.0,2023-12-31 21:01:19.199000+00:00
'cdd0df27-94a4-4f72-9e67-6f435cce0485',252.5,234.5,2023-12-31 21:01:51.787000+00:00
'cc209dc1-65cd-413e-8deb-9a8e37b333ad',2100.0,1920.0,2023-12-31 21:01:51.787000+00:00
'47d03621-dec7-4429-bee2-02be753fcdc4',228.0,210.0,2023-12-31 21:01:51.787000+00:00
'ec5a25e9-6a06-43fa-9eca-0e31ec111076',94.181,3304.878,2023-12-31 21:01:51.787000+00:00
'be98bc1b-926c-4c56-a53c-7ccb51fdd41e',450.0,270.0,2023-12-31 21:01:51.787000+00:00
'b66d065b-3a4b-4871-9d0c-99701e74c8e9',24672.0,32250.0,2023-12-31 21:01:51.787000+00:00
'ca4da5ef-df7d-417f-8098-80c027212092',800.62,2250.62,2023-12-31 21:01:51.787000+00:00
'f8c629ff-e140-4e26-b38c-f99d237959da',1543.93,11438.93,2023-12-31 21:01:51.787000+00:00
'da3380f3-1016-4965-881a-0bb66f3a801e',36.0,32.4,2023-12-31 21:01:51.787000+00:00
'fb387231-a328-4c4d-8d82-dda7943af9e7',40554.0,40354.0,2023-12-31 21:01:51.787000+00:00
'1b5748cb-c677-44ab-9d61-940e554fc014',161.0,146.0,2023-12-31 21:01:51.787000+00:00
'7fdb17cc-8581-4dd8-9733-20698a4dbf01',1980.0,1800.0,2023-12-31 21:01:51.787000+00:00
'92d3b524-f2b5-4ea1-972c-42f16f6ecb49',234.0,216.0,2023-12-31 21:01:51.787000+00:00
'8c1ac27b-4b34-4d12-b590-9279bbe32c5d',56.2,-4.8,2023-12-31 21:01:51.787000+00:00
'e55755fa-20dd-410d-af94-d4ced92039be',273.0,255.0,2023-12-31 21:01:51.787000+00:00
